mode,process_id,workload_name,algorithm,allocation_policy,memory_frames,repetition_id,duration_ns,metadata,duration_ms
shared,1,sample_trace,SecondChance,LocalAllocation,4,2,6700,{'interleave': 'trace-order'},0.0067
shared_total,,trace-driven,SecondChance,LocalAllocation,4,3,16400,{'interleave': 'trace-order'},0.0164
shared,0,sample_trace,SecondChance,LocalAllocation,4,3,4200,{'interleave': 'trace-order'},0.0042
shared,1,sample_trace,SecondChance,LocalAllocation,4,3,5900,{'interleave': 'trace-order'},0.0059
shared_total,,trace-driven,SecondChance,LocalAllocation,4,4,15400,{'interleave': 'trace-order'},0.0154
shared,0,sample_trace,SecondChance,LocalAllocation,4,4,4200,{'interleave': 'trace-order'},0.0042
shared,1,sample_trace,SecondChance,LocalAllocation,4,4,5700,{'interleave': 'trace-order'},0.0057
shared_total,,trace-driven,SecondChance,LocalAllocation,4,5,16900,{'interleave': 'trace-order'},0.0169
shared,0,sample_trace,SecondChance,LocalAllocation,4,5,4100,{'interleave': 'trace-order'},0.0041
shared,1,sample_trace,SecondChance,LocalAllocation,4,5,6000,{'interleave': 'trace-order'},0.006
shared_total,,trace-driven,SecondChance,LocalAllocation,4,6,17300,{'interleave': 'trace-order'},0.0173
shared,0,sample_trace,SecondChance,LocalAllocation,4,6,4500,{'interleave': 'trace-order'},0.0045
shared,1,sample_trace,SecondChance,LocalAllocation,4,6,6200,{'interleave': 'trace-order'},0.0062
shared_total,,trace-driven,SecondChance,LocalAllocation,4,7,19300,{'interleave': 'trace-order'},0.0193
shared,0,sample_trace,SecondChance,LocalAllocation,4,7,4800,{'interleave': 'trace-order'},0.0048
shared,1,sample_trace,SecondChance,LocalAllocation,4,7,5800,{'interleave': 'trace-order'},0.0058
shared_total,,trace-driven,SecondChance,ProportionalAllocation,4,0,13700,{'interleave': 'trace-order'},0.0137
shared,0,sample_trace,SecondChance,ProportionalAllocation,4,0,2800,{'interleave': 'trace-order'},0.0028
shared,1,sample_trace,SecondChance,ProportionalAllocation,4,0,3500,{'interleave': 'trace-order'},0.0035
shared_total,,trace-driven,SecondChance,ProportionalAllocation,4,1,10600,{'interleave': 'trace-order'},0.0106
shared,0,sample_trace,SecondChance,ProportionalAllocation,4,1,2900,{'interleave': 'trace-order'},0.0029
