workload_label,workload_kind,trace_name,algorithm,allocation_policy,memory_frames,repetition_id,process_id,t_isolated_ms,t_shared_ms,slowdown,page_faults,replacements,disk_reads,disk_writes
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,1,0,0.0068,0.0068,1.0,2,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,1,1,0.0065,0.0076,1.1692307692307693,3,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,2,0,0.0076,0.006,0.7894736842105263,2,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,2,1,0.0056,0.0079,1.4107142857142858,3,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,3,0,0.0049,0.0056,1.1428571428571428,2,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,3,1,0.0049,0.0065,1.3265306122448979,3,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,4,0,0.0047,0.0051,1.0851063829787233,2,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,4,1,0.0039,0.0062,1.5897435897435896,3,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,5,0,0.0045,0.0045,1.0,2,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,5,1,0.0051,0.0059,1.1568627450980393,3,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,6,0,0.0048,0.005,1.0416666666666667,2,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,6,1,0.0051,0.0061,1.196078431372549,3,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,7,0,0.0036,0.0044,1.2222222222222223,2,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,7,1,0.0046,0.0048,1.0434782608695652,3,,,
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,0,0,0.0028,0.0028,1.0,2,0,2,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,0,1,0.0027,0.0023,0.8518518518518519,3,0,3,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,1,0,0.0024,0.0025,1.0416666666666667,2,0,2,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,1,1,0.0028,0.0024,0.8571428571428571,3,0,3,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,2,0,0.0027,0.0029,1.0740740740740742,2,0,2,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,2,1,0.0029,0.0026,0.896551724137931,3,0,3,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,3,0,0.0024,0.0025,1.0416666666666667,2,0,2,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,3,1,0.0027,0.0023,0.8518518518518519,3,0,3,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,4,0,0.0043,0.0037,0.8604651162790697,2,0,2,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,4,1,0.0045,0.0039,0.8666666666666667,3,0,3,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,5,0,0.0023,0.0034,1.4782608695652173,2,0,2,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,5,1,0.0025,0.0026,1.04,3,0,3,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,6,0,0.0025,0.0026,1.04,2,0,2,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,6,1,0.0027,0.0022,0.8148148148148148,3,0,3,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,7,0,0.0024,0.0026,1.0833333333333333,2,0,2,0
trace-driven,trace,sample_trace,WSClock,LocalAllocation,6,7,1,0.0027,0.0028,1.037037037037037,3,0,3,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,0,0,0.0027,0.0031,1.1481481481481481,2,0,2,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,0,1,0.0026,0.0022,0.8461538461538461,3,0,3,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,1,0,0.0027,0.0027,1.0,2,0,2,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,1,1,0.0028,0.0023,0.8214285714285714,3,0,3,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,2,0,0.0024,0.0027,1.125,2,0,2,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,2,1,0.0026,0.0022,0.8461538461538461,3,0,3,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,3,0,0.0023,0.0024,1.0434782608695652,2,0,2,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,3,1,0.0025,0.0021,0.84,3,0,3,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,4,0,0.0023,0.0024,1.0434782608695652,2,0,2,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,4,1,0.0025,0.0021,0.84,3,0,3,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,5,0,0.0025,0.0021,0.84,2,0,2,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,5,1,0.0029,0.0022,0.7586206896551724,3,0,3,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,6,0,0.0024,0.0025,1.0416666666666667,2,0,2,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,6,1,0.0029,0.0022,0.7586206896551724,3,0,3,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,7,0,0.0023,0.0029,1.2608695652173914,2,0,2,0
trace-driven,trace,sample_trace,WSClock,ProportionalAllocation,6,7,1,0.0024,0.0022,0.9166666666666666,3,0,3,0
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,0,0,0.0035,0.0037,1.0571428571428572,2,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,0,1,0.0035,0.0037,1.0571428571428572,3,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,1,0,0.0036,0.0033,0.9166666666666666,2,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,1,1,0.0034,0.0035,1.0294117647058822,3,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,2,0,0.0042,0.0031,0.7380952380952381,2,,,
